antecedent(s),consequent(s),antecedent frequency,antecedent support,consequent support,confidence,rule support,lift,confidence difference,confidence ratio,size antec.set,size conseq.set,rule ID
"Building Predictive Models, Intro to CHAID, Intro to Statistic platform, Intermediate Techniques",Decision Trees,4,0.011461318051575931,0.04011461318051576,1.0,0.011461318051575931,24.928571428571427,0.9598853868194842,0.9598853868194842,4,1,147
"Market Segmentation, Intermediate Techniques, Building Predictive Models, Intro to Statistic platform, Intro to CHAID",Decision Trees,4,0.011461318051575931,0.04011461318051576,1.0,0.011461318051575931,24.928571428571427,0.9598853868194842,0.9598853868194842,5,1,214
"Building Predictive Models, Market Segmentation, Intro to Statistic platform, Intermediate Techniques",Decision Trees,4,0.011461318051575931,0.04011461318051576,1.0,0.011461318051575931,24.928571428571427,0.9598853868194842,0.9598853868194842,4,1,155
"Time Series, Classification and Clustering, Tables",Data Entry,5,0.014326647564469915,0.03724928366762178,0.7999999999999999,0.011461318051575931,21.476923076923075,0.7627507163323781,0.9534383954154728,3,1,117
"Market Segmentation, Intro to CHAID, Intro to Statistic platform, Intermediate Techniques",Decision Trees,5,0.014326647564469915,0.04011461318051576,0.7999999999999999,0.011461318051575931,19.94285714285714,0.7598853868194841,0.9498567335243553,4,1,160
"Building Predictive Models, Market Segmentation, Intro to CHAID, Intermediate Techniques",Decision Trees,5,0.014326647564469915,0.04011461318051576,0.7999999999999999,0.011461318051575931,19.94285714285714,0.7598853868194841,0.9498567335243553,4,1,148
"Intro to CHAID, Intro to Statistic platform, Intermediate Techniques",Decision Trees,5,0.014326647564469915,0.04011461318051576,0.7999999999999999,0.011461318051575931,19.94285714285714,0.7598853868194841,0.9498567335243553,3,1,45
"Market Segmentation, Intro to Statistic platform, Intermediate Techniques",Decision Trees,6,0.017191977077363897,0.04011461318051576,0.6666666666666666,0.011461318051575931,16.619047619047617,0.6265520534861508,0.9398280802292264,3,1,53
"Building Predictive Models, Market Segmentation, Intermediate Techniques",Decision Trees,6,0.017191977077363897,0.04011461318051576,0.6666666666666666,0.011461318051575931,16.619047619047617,0.6265520534861508,0.9398280802292264,3,1,36
"Market Segmentation, Intro to CHAID, Intro to Statistic platform, Classification and Clustering",Decision Trees,7,0.02005730659025788,0.04011461318051576,0.5714285714285714,0.011461318051575931,14.244897959183671,0.5313139582480556,0.9297994269340975,4,1,157
"Market Segmentation, Building Predictive Models, Intro to Statistic platform, Intro to CHAID, Classification and Clustering",Decision Trees,7,0.02005730659025788,0.04011461318051576,0.5714285714285714,0.011461318051575931,14.244897959183671,0.5313139582480556,0.9297994269340975,5,1,211
"Building Predictive Models, Intro to CHAID, Intro to Statistic platform, Classification and Clustering",Decision Trees,7,0.02005730659025788,0.04011461318051576,0.5714285714285714,0.011461318051575931,14.244897959183671,0.5313139582480556,0.9297994269340975,4,1,143
"Market Segmentation, Classification and Clustering, Intro to Statistic platform",Decision Trees,8,0.022922636103151862,0.04011461318051576,0.5,0.011461318051575931,12.464285714285714,0.4598853868194842,0.9197707736389684,3,1,51
"Building Predictive Models, Market Segmentation, Intro to Statistic platform, Classification and Clustering",Decision Trees,8,0.022922636103151862,0.04011461318051576,0.5,0.011461318051575931,12.464285714285714,0.4598853868194842,0.9197707736389684,4,1,152
"Market Segmentation, Intro to CHAID, Intermediate Techniques",Decision Trees,8,0.022922636103151862,0.04011461318051576,0.5,0.011461318051575931,12.464285714285714,0.4598853868194842,0.9197707736389684,3,1,47
"Building Predictive Models, Market Segmentation, Intro to CHAID, Intro to Statistic platform",Decision Trees,10,0.02865329512893983,0.04011461318051576,0.5,0.014326647564469915,12.464285714285714,0.4598853868194842,0.9197707736389684,4,1,150
"Intro to CHAID, Classification and Clustering, Intro to Statistic platform",Decision Trees,8,0.022922636103151862,0.04011461318051576,0.5,0.011461318051575931,12.464285714285714,0.4598853868194842,0.9197707736389684,3,1,42
"Building Predictive Models, Intro to Statistic platform, Intermediate Techniques",Decision Trees,8,0.022922636103151862,0.04011461318051576,0.5,0.011461318051575931,12.464285714285714,0.4598853868194842,0.9197707736389684,3,1,34
"Market Segmentation, Maps",Perceptual Mapping,8,0.022922636103151862,0.05157593123209169,0.5,0.011461318051575931,9.694444444444445,0.4484240687679083,0.8968481375358166,2,1,26
"Building Predictive Models, Market Segmentation, Maps",ANOVA models,7,0.02005730659025788,0.09455587392550144,0.8571428571428571,0.017191977077363897,9.064935064935064,0.7625869832173556,0.8896848137535817,3,1,80
"Building Predictive Models, Market Segmentation, Intro to CHAID, Maps",ANOVA models,5,0.014326647564469915,0.09455587392550144,0.7999999999999999,0.011461318051575931,8.46060606060606,0.7054441260744985,0.8818051575931232,4,1,175
"Building Predictive Models, Market Segmentation, Classification and Clustering, Time Series",ANOVA models,5,0.014326647564469915,0.09455587392550144,0.7999999999999999,0.011461318051575931,8.46060606060606,0.7054441260744985,0.8818051575931232,4,1,195
"Time Series, Intermediate Techniques, Intro to Statistics, Intro to Platform & Statistics",Tables,4,0.011461318051575931,0.12320916905444126,1.0,0.011461318051575931,8.116279069767442,0.8767908309455588,0.8767908309455588,4,1,210
"Building Predictive Models, Time Series, FastTrack",Tables,4,0.011461318051575931,0.12320916905444126,1.0,0.011461318051575931,8.116279069767442,0.8767908309455588,0.8767908309455588,3,1,73
"Building Predictive Models, FastTrack, Intermediate Techniques",Tables,4,0.011461318051575931,0.12320916905444126,1.0,0.011461318051575931,8.116279069767442,0.8767908309455588,0.8767908309455588,3,1,71
"Data Entry, Time Series",Tables,4,0.011461318051575931,0.12320916905444126,1.0,0.011461318051575931,8.116279069767442,0.8767908309455588,0.8767908309455588,2,1,17
"Time Series, FastTrack, Intro to Statistics",Tables,4,0.011461318051575931,0.12320916905444126,1.0,0.011461318051575931,8.116279069767442,0.8767908309455588,0.8767908309455588,3,1,135
"Building Predictive Models, ANOVA models, FastTrack",Tables,4,0.011461318051575931,0.12320916905444126,1.0,0.011461318051575931,8.116279069767442,0.8767908309455588,0.8767908309455588,3,1,74
